,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
DataElements_190_Value,,-1224.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
DataElements_191_Key,,cma.s16_Error_1_um,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1,cma.s16_ufc_wp1
DataElements_191_Value,,1076.0,150.0,150.0,100.0,100.0,120.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
DataElements_192_Key,,cma.s16_Error_2_um,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2,cma.s16_ufc_wp2
DataElements_192_Value,,1858.0,150.0,150.0,100.0,100.0,120.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
DataElements_193_Key,,cma.s16_Error_3_um,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression,cma.s16_ufc_decompression
DataElements_193_Value,,1761.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
DataElements_194_Key,,cma.s16_Error_4_um,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent,cma.s16_ufc_decompression_percent
DataElements_194_Value,,1715.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
DataElements_195_Key,,cma.s16_Error_5_um,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar,cma.s32_ifc_pres_passive_cbar
DataElements_195_Value,,1688.0,1200.0,1200.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25.0
DataElements_196_Key,,cma.s32_PumpMargin_1,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar,cma.s32_ifc_pres_overrun_cbar
DataElements_196_Value,,977.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25.0
DataElements_197_Key,,cma.s32_PumpMargin_2,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp,cma.s16_IFC_Press_Kp
DataElements_197_Value,,868.0,6273.0,6273.0,6273.0,6273.0,6273.0,6273.0,6273.0,6273.0,6273.0,6273.0,6273.0,6273.0,6273.0
DataElements_198_Key,,cma.s32_PumpMargin_3,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki,cma.s16_IFC_Press_Ki
DataElements_198_Value,,833.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
DataElements_199_Key,,cma.s32_PumpMargin_4,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K,cma.s32_IFC_Press_Shaper_K
DataElements_199_Value,,825.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0,1224.0
DataElements_200_Key,,cma.s32_PumpMargin_5,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC,cma.s32_IFC_Press_Shaper_PosROC
DataElements_200_Value,,836.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0,1473823.0
DataElements_201_Key,,cma.s32_PressureFilter,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC,cma.s32_IFC_Press_Shaper_NegROC
DataElements_201_Value,,14000.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0,-1473823.0
DataElements_202_Key,,cma.s32_TankFilter,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K,cma.s32_QDemand_Shaper_Away_K
DataElements_202_Value,,32000.0,200.0,200.0,500.0,2000.0,300.0,2000.0,750.0,2424.0,1000.0,500.0,200.0,2424.0,2424.0
DataElements_203_Key,,cma.s32_FD_Supply_Area,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K,cma.s32_QDemand_Shaper_Toward_K
DataElements_203_Value,,0.0,500.0,500.0,7000.0,2000.0,400.0,20000.0,750.0,7000.0,750.0,800.0,3000.0,7000.0,7000.0
DataElements_204_Key,,cma.u16_Train_Flag_en,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC,cma.s32_Qdemand_Shaper_Away_ROC
DataElements_204_Value,,0.0,786432.0,786432.0,500000.0,20000.0,100000.0,20000.0,35000.0,786432.0,100000.0,30000.0,10000.0,786432.0,786432.0
DataElements_205_Key,,cma.u16_Airbleed_Freq_Hzx10,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC,cma.s32_Qdemand_Shaper_Toward_ROC
DataElements_205_Value,,30.0,1179648.0,1179648.0,800000.0,20000.0,100000.0,200000.0,50000.0,1179648.0,100000.0,30000.0,100000.0,1179648.0,1179648.0
DataElements_206_Key,,cma.s16_Airbleed_Amplitude,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive,cma.s32_LoadDampFilterPassive
DataElements_206_Value,,850.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0
DataElements_207_Key,,cma.u16_Airbleed_Time_s,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR,cma.s32_LoadDampFilterOR
DataElements_207_Value,,180.0,27139.0,27139.0,27139.0,27139.0,10000.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0,27139.0
DataElements_208_Key,,cma.u16_Delay_Train,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive,cma.s16_LoadDampGainPassive
DataElements_208_Value,,1200.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,5.0
DataElements_209_Key,,cma.s16_Train_Temp,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR,cma.s16_LoadDampGainOR
DataElements_209_Value,,55.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,5.0
DataElements_210_Key,,cma.s16_Kp_Train_PWM_Offset,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16,cma.s32_LineLossScaleSupply_x2pow16
DataElements_210_Value,,70.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
DataElements_211_Key,,cma.s16_Ki_Train_PWM_Offset,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16,cma.s32_LineLossScaleTank_x2pow16
DataElements_211_Value,,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
DataElements_212_Key,,cma.s16_PWM_Pos_Error_In,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter,cma.s32_qctl_deltap_filter
DataElements_212_Value,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_213_Key,,cma.s16_PWM_Pos_Error_Out,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar,cma.s32_float_pres_cbar
DataElements_213_Value,,40.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,50000.0
DataElements_214_Key,,cma.s16_Train_Offset_Pos,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm,cma.s16_float_flow_wp2_lpm
DataElements_214_Value,,50.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0
DataElements_215_Key,,cma.u16_Press_1_Percent_pct,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm,cma.s16_float_flow_wp1_lpm
DataElements_215_Value,,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0
DataElements_216_Key,,cma.u16_Press_2_Percent_pct,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar,cma.s32_charged_float_demand_cbar
DataElements_216_Value,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_217_Key,,cma.u16_Press_3_Percent_pct,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz,cma.u16_shake_freq_Hz
DataElements_217_Value,,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
DataElements_218_Key,,cma.u16_Press_4_Percent_pct,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm,cma.s16_shake_amplitude_lpm
DataElements_218_Value,,70.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
DataElements_219_Key,,cma.u16_Press_5_Percent_pct,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling,cma.s16_shake_posctrl_accel_scaling
DataElements_219_Value,,90.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
DataElements_220_Key,,cma.s16_Train_PosCalcFilterBW,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand,cma.s32_shake_ls_demand
DataElements_220_Value,,200.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0
DataElements_221_Key,,cma.u16_Train_Settle_Time_s,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1,cma.s16_Pos_Center_WP1
DataElements_221_Value,,3.0,-38.0,17.0,-19.0,-259.0,13.0,6.0,18.0,-117.0,-83.0,-97.0,-138.0,-160.0,-169.0
DataElements_222_Key,,cma.s16_PWM_Max,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2,cma.s16_Pos_Center_WP2
DataElements_222_Value,,1400.0,-183.0,-60.0,44.0,-87.0,71.0,120.0,49.0,-99.0,-142.0,-54.0,-68.0,-51.0,-13.0
DataElements_223_Key,,cma.s16_PWM_Min,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1,cma.s16_Pos_PresStop_WP1
DataElements_223_Value,,-1400.0,4685.0,4618.0,4658.0,4436.0,4709.0,4763.0,4660.0,4255.0,4416.0,4485.0,4261.0,4233.0,4518.0
DataElements_224_Key,,cma.u16_PWM_Offset_Min,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2,cma.s16_Pos_PresStop_WP2
DataElements_224_Value,,200.0,4398.0,4577.0,4739.0,4771.0,4820.0,4803.0,4700.0,4320.0,4412.0,4433.0,4464.0,4239.0,3800.0
DataElements_225_Key,,cma.u16_PWM_Offset_Max,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1,cma.s16_Pos_TankStop_WP1
DataElements_225_Value,,700.0,-4638.0,-4539.0,-4636.0,-4636.0,-4668.0,-4752.0,-4697.0,-4648.0,-4719.0,-4723.0,-4623.0,-4735.0,-4785.0
DataElements_226_Key,,cma.u16_Stroke_Check_um,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2,cma.s16_Pos_TankStop_WP2
DataElements_226_Value,,5000.0,-4832.0,-4703.0,-4568.0,-4670.0,-4581.0,-4475.0,-4609.0,-4589.0,-4817.0,-4723.0,-4697.0,-4469.0,-5473.0
DataElements_227_Key,,cma.u16_Allowable_Pos_Error_um,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1,cma.s16_Pos_PresEdge_WP1
DataElements_227_Value,,200.0,635.0,684.0,754.0,579.0,785.0,794.0,785.0,607.0,649.0,653.0,576.0,559.0,634.0
DataElements_228_Key,,cma.u16_Pos_Error_Timeout_count,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2,cma.s16_Pos_PresEdge_WP2
DataElements_228_Value,,500.0,643.0,588.0,786.0,749.0,886.0,908.0,815.0,628.0,639.0,668.0,654.0,666.0,867.0
DataElements_229_Key,,cma.u16_Allowable_Press_Error_cbar,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1,cma.s16_Pos_TankEdge_WP1
DataElements_229_Value,,1000.0,-853.0,-797.0,-914.0,-1030.0,-904.0,-926.0,-905.0,-992.0,-999.0,-1014.0,-1036.0,-1076.0,-1110.0
DataElements_230_Key,,cma.u16_Press_Error_Timeout_count,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2,cma.s16_Pos_TankEdge_WP2
